Công nghệ màn hình,Độ sáng màn hình tối đa,Màn hình cảm ứng,Màn hình rộng,Độ phân giải camera sau,Đèn flase camera sau,Tính năng camera sau,Độ phân giải camera trước,Tính năng camera trước,CPU,GPU,Hệ điều hành,Tốc độ GPU,RAM,Dung lượng,Bluetooth,Cổng sạc,GPS,Jack tai nghe,Kết nối khác,Mạng di động,SIM,Wifi,Công nghệ pin,Dung lượng pin,Hỗ trợ sạc tối đa,Loại pin,Bảo mật nâng cao,Ghi âm,Kháng nước,Nghe nhạc,Xem phim
AMOLED,2800 nits,Chính: Ultra Thin Glass & Phụ: Kính siêu mỏng Nanocrystal,"Chính 7.82"" & Phụ 6.31"" - Tần số quét 120 Hz","Chính 48 MP & Phụ 48 MP, 64 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
FlexCam
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ảnh Raw
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Phơi sáng
Zoom quang học
Siêu độ phân giải
Làm đẹp
Nhãn dán (AR Stickers)
Siêu cận (Macro)
Google Lens
Bộ lọc màu
Chụp hẹn giờ
XPAN
Quét mã QR",Trong: 20 MP & Ngoài: 32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Chống rung
Toàn cảnh (Panorama)
Quay video HD
Flash màn hình
Nhãn dán (AR Stickers)
Quay video 4K
Xóa phông
Bộ lọc màu
Chụp hẹn giờ
Video hiển thị kép",Snapdragon 8 Gen 2 8 nhân,Adreno 740,Android 13,"1 nhân 3.2 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",16 GB,512 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,"Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",4805 mAh,67 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,800 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz","Chính 64 MP & Phụ 32 MP, 8 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Zoom quang học
Siêu độ phân giải
Lấy nét theo pha (PDAF)
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Tự động lấy nét (AF)
HDR
Quay video Full HD
Chống rung
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông",MediaTek Dimensity 7050 5G 8 nhân,Mali-G68 MC4,Android 13,2.6 GHz,8 GB,128 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,"NFC
OTG
Hồng ngoại",Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),"Wi-Fi MIMO
Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,67 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,1100 nits,Kính cường lực AGC DT-Star2,"6.74"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 64 MP, 8 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Zoom quang học
Siêu độ phân giải
Lấy nét theo pha (PDAF)
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu
Chụp hẹn giờ",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông
Góc siêu rộng (Ultrawide)
Hiệu ứng Bokeh
Bộ lọc màu
Chụp hẹn giờ",Snapdragon 8+ Gen 1 8 nhân,Adreno 730,Android 13,2.99 GHz,12 GB,256 GB,"v5.3
A2DP
LE
apt-X",Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,OTG Hồng ngoại,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin Sạc siêu nhanh SuperVOOC,4700 mAh,100 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",AVI 3GP
AMOLED,800 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 32 MP, 8 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Zoom quang học
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Tự động lấy nét (AF)
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông
Góc siêu rộng (Ultrawide)
Bộ lọc màu",Snapdragon 778G 5G 8 nhân,Adreno 642L,Android 13,2.4 GHz,12 GB,256 GB,v5.2,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,OTG Hồng ngoại,Hỗ trợ 5G,2 Nano SIM,"Wi-Fi MIMO
Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Tiết kiệm pin Sạc siêu nhanh SuperVOOC,4600 mAh,80 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,800 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz","Chính 64 MP & Phụ 32 MP, 8 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Zoom quang học
Siêu độ phân giải
Lấy nét theo pha (PDAF)
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Tự động lấy nét (AF)
HDR
Quay video Full HD
Chống rung
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông",MediaTek Dimensity 7050 5G 8 nhân,Mali-G68 MC4,Android 13,2.6 GHz,8 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,"NFC
OTG
Hồng ngoại",Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),"Wi-Fi MIMO
Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,67 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,800 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz","Chính 64 MP & Phụ 32 MP, 8 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quét tài liệu
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Zoom quang học
Siêu độ phân giải
Lấy nét theo pha (PDAF)
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Tự động lấy nét (AF)
HDR
Quay video Full HD
Chống rung
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Làm đẹp A.I
Xóa phông",MediaTek Dimensity 7050 5G 8 nhân,Mali-G68 MC4,Android 13,2.6 GHz,8 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,"NFC
OTG
Hồng ngoại",Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),"Wi-Fi MIMO
Wi-Fi 6
Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,67 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,800 nits,Kính cường lực Corning Gorilla Glass 5,"6.7"" - Tần số quét 120 Hz","Chính 50 MP & Phụ 8 MP, 2 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Tự động lấy nét (AF)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Siêu cận (Macro)
Bộ lọc màu",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông
Góc siêu rộng (Ultrawide)
A.I Camera
Bộ lọc màu",MediaTek Dimensity 8100 Max 8 nhân,Mali G610 MC6,Android 12,2.85 GHz,12 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,OTG,Hỗ trợ 5G,2 Nano SIM,Dual-band (2.4 GHz/5 GHz) Wi-Fi 802.11 a/b/g/n/ac/ax,Sạc siêu nhanh SuperVOOC,4500 mAh,80 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,800 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz","Chính 108 MP & Phụ 2 MP, 2 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu
Hiển vi",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông
Bộ lọc màu",Snapdragon 695 5G 8 nhân,Adreno 619,Android 13,2.2 GHz,8 GB,256 GB,v5.1,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,OTG,Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),"Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc siêu nhanh SuperVOOC,4800 mAh,67 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,800 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz","Chính 108 MP & Phụ 2 MP, 2 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Google Lens
Bộ lọc màu
Hiển vi",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Nhãn dán (AR Stickers)
Xóa phông
Bộ lọc màu",Snapdragon 695 5G 8 nhân,Adreno 619,Android 13,2.2 GHz,8 GB,128 GB,v5.1,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,OTG,Hỗ trợ 5G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),"Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc siêu nhanh SuperVOOC,4800 mAh,67 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IPX4,"MP3
FLAC
OGG
Midi",MP4 AVI
AMOLED,600 nits,Kính cường lực Corning Gorilla Glass 5,"6.4"" - Tần số quét 90 Hz","Chính 100 MP & Phụ 2 MP, 2 MP",Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
Siêu độ phân giải
AI Camera
Làm đẹp
Nhãn dán (AR Stickers)
Siêu cận (Macro)
Bộ lọc màu
Hiển vi",32 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Quay video HD
Flash màn hình
Nhãn dán (AR Stickers)
Xóa phông
Bộ lọc màu",MediaTek Helio G99 8 nhân,Mali-G57,Android 13,2.2 GHz,8 GB,256 GB,v5.3,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",3.5 mm,NFC OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)",Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,IP54,"MP3
FLAC
OGG
Midi",MP4 AVI
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.4"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 2 MP,Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Chụp bằng cử chỉ
Siêu độ phân giải
AI Camera
Làm đẹp
Google Lens
Hiệu ứng Bokeh
Bộ lọc màu",16 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Nhận diện khuôn mặt
Làm đẹp
HDR
Quay video Full HD
Quay video HD
Chụp bằng cử chỉ
Xóa phông
Bộ lọc màu",MediaTek Helio G99 8 nhân,Mali-G57 MC2,Android 12,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,8 GB,256 GB,v5.3,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 802.11 a/b/g/n/ac Dual-band (2.4 GHz/5 GHz),Siêu tiết kiệm pin Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
WMA
AAC
FLAC
OGG
AMR
WAV
APE","MP4
WMV
AVI
3GP
FLV
MKV
TS"
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.4"" - Tần số quét 90 Hz",Chính 108 MP & Phụ 2 MP,Có,"Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Bộ lọc màu",16 MP,"Chụp đêm
Nhận diện khuôn mặt
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Xóa phông
Bộ lọc màu",MediaTek Helio G99 8 nhân,Mali-G57 MC2,Android 13,2.2 GHz,8 GB,128 GB,v5.2,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 802.11 a/b/g/n/ac,Sạc siêu nhanh SuperVOOC,5000 mAh,67 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE","MP4
WMV
AVI
3GP
FLV
MKV
TS"
AMOLED,950 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz","Chính 200 MP & Phụ 8 MP, 2 MP",Có,"Quay thiên văn
Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Góc siêu rộng (Ultrawide)
Cinematic
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Chống rung điện tử kỹ thuật số (EIS)
Chuyên nghiệp (Pro)
HDR
Phơi sáng
Siêu độ phân giải
Lấy nét theo pha (PDAF)
AI Camera
Làm đẹp
Siêu cận (Macro)
Google Lens
Bộ lọc màu
Siêu trăng",32 MP,"Chụp đêm
Nhận diện khuôn mặt
Quay video Full HD
Góc rộng (Wide)
Toàn cảnh (Panorama)
Quay video HD
Làm đẹp A.I
Xóa phông
Bộ lọc màu",MediaTek Dimensity 7050 5G 8 nhân,Mali-G68,Android 13,2.6 GHz,12 GB,512 GB,v5.2,Type-C,"BEIDOU
QZSS
NavIC
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,Wi-Fi 6 Dual-band (2.4 GHz/5 GHz),Sạc siêu nhanh SuperVOOC,5000 mAh,100 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE
M4A","H.264(MPEG4-AVC)
H.265
H.263
TS
WEBM"
AMOLED,950 nits,Kính cường lực AGC DT-Star2,"6.7"" - Tần số quét 120 Hz",Chính 100 MP & Phụ 2 MP,Có,"Quay video hiển thị kép
Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Chống rung quang học (OIS)
Ban đêm (Night Mode)
Chống rung điện tử kỹ thuật số (EIS)
Chuyên nghiệp (Pro)
HDR
Chụp sao
Phơi sáng
Siêu độ phân giải
Lấy nét theo pha (PDAF)
AI Camera
Làm đẹp
Google Lens
Bộ lọc màu
Chân dung nhóm",16 MP,"Trôi nhanh thời gian (Time Lapse)
Chụp đêm
Nhận diện khuôn mặt
Làm đẹp
HDR
Quay video Full HD
Chống rung
Toàn cảnh (Panorama)
Quay video HD
Xóa phông
Bộ lọc màu",MediaTek Dimensity 7050 5G 8 nhân,Mali-G68,Android 13,2.6 GHz,8 GB,256 GB,v5.2,Type-C,"BEIDOU
QZSS
GPS
GLONASS
GALILEO",Type-C,NFC OTG,Hỗ trợ 5G,2 Nano SIM,Wi-Fi 6 Dual-band (2.4 GHz/5 GHz),Sạc siêu nhanh SuperVOOC,5000 mAh,67 W,Li-Po,Mở khoá vân tay dưới màn hình Mở khoá khuôn mặt,Ghi âm mặc định,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE",Có
Super AMOLED,1000 nits,Kính cường lực Corning Gorilla Glass 5,"6.4"" - Tần số quét 90 Hz",Chính 108 MP & Phụ 2 MP,Có,"Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Bộ lọc màu",16 MP,"Chụp đêm
Nhận diện khuôn mặt
Làm đẹp
HDR
Quay video Full HD
Toàn cảnh (Panorama)
Xóa phông
Bộ lọc màu",MediaTek Helio G99 8 nhân,Mali-G57 MC2,Android 13,2.2 GHz,8 GB,256 GB,v5.2,Type-C,"BEIDOU
GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Wi-Fi 802.11 a/b/g/n/ac,Sạc siêu nhanh SuperVOOC,5000 mAh,67 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE","MP4
WMV
AVI
3GP
FLV
MKV
TS"
IPS LCD,400 nits,Kính thường,"6.5"" - Tần số quét 60 Hz",8 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
AI Camera
Làm đẹp
Bộ lọc màu",5 MP,"Làm đẹp
HDR
Bộ lọc màu",Unisoc SC9863A1 8 nhân,IMG PowerVR GE8322,Android 12,1.6 GHz,3 GB,64 GB,v4.2,Micro USB,GPS GLONASS,3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Có,Tiết kiệm pin,5000 mAh,10 W,Li-Po,Mở khoá vân tay cạnh viền,Ghi âm mặc định Ghi âm cuộc gọi,Không có,"MP3
FLAC
OGG
AMR
MP2
M4A","AVI
3GP
FLV
MKV
TS"
IPS LCD,560 nits,Kính cường lực Panda,"6.74"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 0.3 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Google Lens
Bộ lọc màu",5 MP,"Nhận diện khuôn mặt
Làm đẹp
HDR
Quay video HD
Chụp bằng cử chỉ
Xóa phông
Hiệu ứng Bokeh
Bộ lọc màu
Quay video CIF",Unisoc Tiger T612,Mali-G57,Android 13,1.82 GHz,4 GB,128 GB,v5.0,Type-C,"GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Dual-band (2.4 GHz/5 GHz),Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE","H.264(MPEG4-AVC)
H.265
H.263
Xvid"
IPS LCD,560 nits,Kính cường lực Panda,"6.74"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 0.3 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Google Lens
Bộ lọc màu",5 MP,"Nhận diện khuôn mặt
Làm đẹp
HDR
Quay video HD
Chụp bằng cử chỉ
Xóa phông
Hiệu ứng Bokeh
Bộ lọc màu
Quay video CIF",Unisoc Tiger T612,Mali-G57,Android 13,1.82 GHz,4 GB,64 GB,v5.0,Type-C,"GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,Dual-band (2.4 GHz/5 GHz),Sạc siêu nhanh SuperVOOC,5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định Ghi âm cuộc gọi,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE","H.264(MPEG4-AVC)
H.265
H.263
Xvid"
IPS LCD,560 nits,Kính cường lực Panda,"6.74"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 0.08 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Bộ lọc màu",8 MP,"Nhận diện khuôn mặt
Làm đẹp
HDR
Xóa phông
Bộ lọc màu",Unisoc Tiger T612,Mali-G57,Android 13,1.82 GHz,8 GB,256 GB,v5.0,Type-C,"GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE","MP4
WMV
AVI
3GP
MKV"
IPS LCD,560 nits,Kính cường lực Panda,"6.74"" - Tần số quét 90 Hz",Chính 50 MP & Phụ 0.08 MP,Có,"Trôi nhanh thời gian (Time Lapse)
Zoom kỹ thuật số
Quay chậm (Slow Motion)
Xóa phông
Toàn cảnh (Panorama)
Ban đêm (Night Mode)
Chuyên nghiệp (Pro)
HDR
Siêu độ phân giải
Làm đẹp
Bộ lọc màu",8 MP,"Nhận diện khuôn mặt
Làm đẹp
HDR
Xóa phông
Bộ lọc màu",Unisoc Tiger T612,Mali-G57,Android 13,1.82 GHz,6 GB,128 GB,v5.0,Type-C,"GPS
GLONASS
GALILEO",3.5 mm,OTG,Hỗ trợ 4G,2 Nano SIM,"Wi-Fi Direct
Wi-Fi hotspot
Dual-band (2.4 GHz/5 GHz)","Sạc pin nhanh
Tiết kiệm pin
Siêu tiết kiệm pin
Sạc siêu nhanh SuperVOOC",5000 mAh,33 W,Li-Po,Mở khoá vân tay cạnh viền Mở khoá khuôn mặt,Ghi âm mặc định,,"MP3
WMA
AAC
FLAC
OGG
AMR
Midi
WAV
APE","MP4
WMV
AVI
3GP
MKV"
